gender;SeniorCitizen;Partner;Dependents;tenure;customerID;Churn;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total
Male;0;Yes;Yes;23;0269-XFESX;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;24.35;538.5
Male;0;Yes;Yes;72;0270-THENM;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);69.85;5102.35
Male;0;Yes;Yes;7;0274-JKUJR;No;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;58.85;465.7
Male;0;Yes;Yes;8;0277-BKSQP;No;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;54.4;475.1
Male;0;Yes;Yes;66;0277-ORXQS;No;No;No phone service;DSL;No;No;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);50.55;3364.55
Male;0;No;No;5;0278-YXOOG;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;21.05;113.85
Male;0;No;No;49;0280-XJGEX;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);103.7;5036.3
Male;0;Yes;No;63;0281-CNTZX;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19.95;1234.8
Female;1;Yes;Yes;12;0282-NVSJS;No;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;29.3;355.9
Male;0;Yes;Yes;27;0285-INHLN;No;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);54.75;1510.3
Female;0;No;No;35;0289-IVARM;No;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;60.55;1982.6
Female;0;Yes;Yes;54;0292-WEGCH;No;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;86.2;4524.05
Male;0;No;No;1;0295-PPHDO;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.45;95.45
Male;0;No;No;5;0295-QVKPB;No;Yes;No;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);63.95;318.1
Male;0;No;No;19;0297-RBCSG;No;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);65.35;1231.85
Male;0;Yes;Yes;52;0298-XACET;No;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;50.2;2554.0
Female;0;Yes;Yes;72;0301-FIDRB;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);63.8;4684.3
Male;0;No;No;32;0301-KOBTQ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20.05;614.45
Female;0;Yes;No;8;0302-JOIVN;Yes;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;101.15;842.9
Male;0;No;No;41;0303-UNCIP;No;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;65.0;2531.8
Male;0;No;No;5;0303-WMMRN;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.25;86.05
Female;0;No;Yes;11;0305-SQECB;No;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;36.05;402.6
Male;0;No;No;5;0306-JAELE;Yes;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;96.1;453.4
Female;0;No;No;16;0307-BCOPK;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.05;326.65
Male;1;No;No;71;0308-GIQJT;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);105.75;7382.85
Female;0;No;No;11;0308-IVGOK;No;No;No phone service;DSL;No;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);40.4;422.6
Female;0;Yes;Yes;61;0310-MVLET;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99.15;6010.05
Female;0;Yes;No;71;0310-SUCIN;No;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);84.8;6046.1
Male;0;No;No;9;0310-VQXAM;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.85;178.8
Female;0;No;No;6;0311-QYWSS;No;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;49.45;314.6
Female;0;No;No;26;0311-UNPFF;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);88.8;2274.35
Female;0;No;No;6;0314-TKOSI;No;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;55.15;322.9
Male;0;No;No;11;0315-LVCRK;No;Yes;No;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;84.8;888.75
Male;0;Yes;No;1;0318-QUUOB;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80.55;80.55
Female;0;Yes;No;49;0318-ZOPWS;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20.15;973.35
Female;0;Yes;Yes;3;0319-QZTCO;No;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);58.7;168.6
Female;0;No;No;53;0320-DWVTU;No;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Mailed check;99.5;5424.25
Male;0;Yes;Yes;23;0320-JDNQG;Yes;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;99.85;2331.3
Male;0;No;No;2;0322-CHQRU;Yes;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45.35;89.5
Male;0;No;No;1;0322-YINQP;Yes;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;48.55;48.55
Male;0;No;Yes;3;0323-XWWTN;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;26.4;121.25
Female;1;Yes;No;68;0324-BRPCJ;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.2;6851.65
Male;0;No;No;8;0325-XBFAC;Yes;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.7;740.3
Female;0;Yes;No;70;0326-VDYXE;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;97.65;6982.5
Male;0;Yes;Yes;39;0327-WFZSY;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Electronic check;100.0;3835.55
Female;0;No;No;1;0328-GRPMV;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.1;70.1
Female;0;No;No;3;0329-GTIAJ;Yes;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;97.9;315.3
Male;0;Yes;No;60;0330-BGYZE;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);102.5;6157.6
Female;0;Yes;No;5;0330-IVZHA;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;69.95;330.15
Male;1;No;No;3;0334-GDDSO;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;81.35;233.7
Female;0;Yes;No;55;0334-ZFJSR;No;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);66.05;3462.1
Male;0;No;No;72;0336-KXKFK;No;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);61.2;4390.25
Male;1;Yes;No;72;0336-PIKEI;No;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);74.4;5360.75
Female;0;No;No;41;0337-CNPZE;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106.3;4443.45
Male;0;No;No;60;0343-QLUZP;No;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Bank transfer (automatic);39.6;2424.5
Female;0;No;No;6;0345-HKJVM;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;89.3;577.6
Female;0;Yes;No;46;0345-XMMUG;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108.9;4854.3
Female;0;No;No;15;0347-UBKUZ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.9;320.45
Female;0;Yes;No;58;0348-SDKOL;Yes;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);102.1;5885.4
Male;0;Yes;Yes;23;0354-VXMJC;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.6;426.65
Female;1;Yes;Yes;31;0354-WYROK;Yes;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;98.9;2911.3
Male;0;Yes;No;11;0356-ERHVT;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);45.9;521.9
Female;1;No;No;56;0356-OBMAC;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);99.9;5706.3
Female;0;No;Yes;25;0357-NVCRI;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20.05;471.7
Female;0;No;No;68;0361-HJRDX;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);64.35;4539.6
Female;0;No;No;40;0362-RAOQO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.65;830.25
Male;0;No;No;36;0362-ZBZWJ;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84.9;3067.2
Male;0;No;No;32;0363-QJVFX;Yes;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);108.15;3432.9
Male;0;Yes;Yes;71;0363-SVHYR;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);86.85;6263.8
Male;0;Yes;No;17;0365-BZUWY;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102.55;1742.5
Male;0;Yes;No;18;0365-GXEZS;No;Yes;No;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;No;Electronic check;78.2;1468.75
Female;0;No;No;37;0365-TRTPY;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);91.2;3382.3
Male;0;No;No;2;0366-NQSHS;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.35;46.35
Female;0;Yes;Yes;28;0369-ZGOVK;No;Yes;No;Fiber optic;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);70.4;1992.2
Male;0;No;No;9;0373-AIVNJ;No;No;No phone service;DSL;Yes;Yes;Yes;No;No;No;One year;No;Mailed check;39.55;373.0
Female;0;No;No;1;0374-AACSZ;No;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;50.15;50.15
Male;0;Yes;No;65;0374-FIUCA;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);20.4;1414.45
Female;0;No;No;3;0374-IOEGQ;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44.6;122.7
Female;0;No;No;1;0375-HVGXO;Yes;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;34.7;34.7
Male;0;Yes;No;36;0376-OIWME;No;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93.6;3366.05
Male;0;No;No;23;0376-YMCJC;Yes;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;90.6;1943.2
Male;0;Yes;Yes;22;0377-JBKKT;No;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;57.95;1271.8
Female;0;Yes;No;72;0378-CJKPV;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);112.1;7965.95
Female;0;Yes;Yes;17;0378-NHQXU;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;88.25;1460.65
Female;0;No;No;3;0378-TOVMS;Yes;Yes;No;Fiber optic;No;No;No;Yes;No;Yes;Month-to-month;No;Electronic check;85.8;272.2
Male;0;Yes;No;58;0378-XSZPU;Yes;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;No;Credit card (automatic);60.3;3563.8
Male;0;Yes;Yes;67;0379-DJQHR;No;Yes;No;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);81.35;5398.6
Male;1;No;No;34;0380-NEAVX;No;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;99.85;3343.15
Male;0;No;No;10;0380-ZCSBI;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20.0;198.7
Female;0;No;No;69;0383-CLDDA;No;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85.35;5897.4
Male;0;No;No;40;0384-LPITE;No;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);62.05;2511.55
Male;0;No;No;20;0384-RVBPI;No;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;No;Credit card (automatic);64.4;1398.6
Female;0;Yes;Yes;46;0386-CWRGM;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.4;967.85
Female;0;Yes;No;2;0388-EOPEX;Yes;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.4;139.4
Female;1;Yes;No;1;0390-DCFDQ;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70.45;70.45
Female;0;Yes;No;72;0392-BZIUW;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);105.0;7589.8
Male;0;Yes;Yes;70;0394-YONDK;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25.15;1790.15
Female;0;No;No;2;0396-HUJBP;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.3;44.4
Male;0;No;Yes;23;0396-UKGAI;No;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);55.3;1284.2
Male;0;Yes;No;36;0396-YCHWO;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95.4;3474.2
Male;1;Yes;No;59;0397-GZBBC;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);93.85;5574.75
Male;0;No;No;67;0397-ZXWQF;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.5;1430.95
Male;0;Yes;Yes;72;0401-WDBXM;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);105.55;7542.25
Female;0;No;No;37;0402-CQAJN;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);101.9;3545.35
Female;0;Yes;Yes;72;0402-OAMEN;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24.45;1709.1
Male;0;Yes;No;72;0404-AHASP;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.7;1421.9
Male;0;No;No;3;0404-SWRVG;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.4;229.55
Female;1;Yes;No;54;0406-BPDVR;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;Yes;Credit card (automatic);101.5;5373.1
Male;0;Yes;No;60;0407-BDJKB;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;95.75;5742.9
Female;0;Yes;No;58;0409-WTMPL;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);110.65;6526.65
Female;0;Yes;No;31;0410-IPFTY;No;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);83.85;2674.15
Female;0;No;No;3;0411-EZJZE;No;Yes;Yes;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;60.25;170.5
Male;0;No;No;55;0412-UCCNP;No;Yes;No;DSL;Yes;No;Yes;Yes;No;No;Two year;Yes;Electronic check;59.2;3175.85
Female;0;No;No;1;0415-MOSGF;Yes;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44.4;44.4
Male;0;Yes;No;49;0419-YAAPX;No;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);85.3;4297.95
Male;0;No;Yes;8;0420-BWTPW;Yes;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;25.5;215.2
Female;1;No;No;39;0420-HLGXF;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99.75;4036.0
Male;0;Yes;No;66;0420-TXVSG;No;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Two year;Yes;Credit card (automatic);66.1;4428.45
Female;0;Yes;Yes;15;0422-OHQHQ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.55;295.95
Female;0;Yes;No;51;0422-UXFAP;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;98.85;4947.55
Male;1;No;No;9;0423-UDIJQ;No;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;49.2;447.9
Female;0;No;No;1;0426-TIRNE;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.9;20.9
Male;0;No;No;25;0428-AXXLJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19.5;516.3
Male;0;Yes;No;22;0428-IKYCP;No;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);87.0;1850.65
Male;0;No;No;15;0430-IHCDJ;No;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;49.0;749.25
Female;0;Yes;Yes;28;0431-APWVY;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);90.1;2598.95
Male;0;No;No;3;0432-CAJZV;No;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;90.7;237.65
Female;0;Yes;No;47;0434-CSFON;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.5;4707.1
Female;0;No;No;67;0436-TWFFZ;No;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;85.25;5714.2
Female;1;No;No;18;0439-IFYUN;No;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;74.7;1294.6
Male;0;Yes;No;62;0440-EKDCF;No;Yes;No;DSL;No;Yes;Yes;Yes;No;No;Two year;Yes;Credit card (automatic);60.15;3753.2
Female;0;No;No;41;0440-MOGPM;No;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;80.55;3263.9
Female;0;No;No;44;0440-QEXBZ;No;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;50.15;2139.1
Female;0;No;No;53;0440-UEDAI;No;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);94.45;5042.75
Male;0;Yes;No;48;0442-TDYUO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20.05;1036.0
Female;1;Yes;No;54;0442-ZXKVS;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);115.6;6431.05
Female;0;Yes;No;48;0447-BEMNG;Yes;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);45.3;2145.0
Male;0;No;No;24;0447-RXSGD;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);99.65;2404.85
Male;0;No;No;33;0454-OKRCT;No;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);80.6;2651.1
Male;0;Yes;No;66;0455-ENTCR;No;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;85.25;5538.35
Female;0;Yes;Yes;3;0455-XFASS;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.55;200.2
Female;0;No;No;13;0458-HEUZG;No;No;No phone service;DSL;No;No;Yes;Yes;No;No;Two year;No;Mailed check;35.4;450.4
Male;0;Yes;Yes;63;0459-SPZHJ;No;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);83.5;5435.0
Female;0;Yes;Yes;23;0461-CVKMU;Yes;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;83.8;1900.25
Male;0;No;Yes;52;0463-TXOAK;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25.6;1334.5
Male;0;No;No;3;0463-WZZKO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20.75;67.1
Male;0;No;No;10;0463-ZSDNT;No;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);56.75;503.25
Female;0;Yes;Yes;72;0464-WJTKO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.1;1460.85
Male;0;No;No;29;0468-YRPXN;No;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);98.8;2807.1
Female;1;Yes;No;62;0471-ARVMX;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;104.85;6312.9
Male;0;Yes;No;41;0471-LVHGK;Yes;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;73.0;3001.2
Male;0;No;No;43;0475-RIJEP;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;77.85;3365.85
Female;0;No;Yes;26;0479-HMSWA;No;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;105.45;2715.3
Female;0;Yes;No;19;0480-BIXDE;No;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;96.8;1743.05
Female;0;Yes;Yes;72;0480-KYJVA;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24.25;1784.5
Female;1;No;No;45;0481-SUMCB;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);102.15;4735.35
Male;0;No;No;32;0484-FFVBJ;No;Yes;No;DSL;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);64.85;2010.95
Male;0;No;No;41;0484-JPBRU;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);25.25;996.45
Male;0;Yes;Yes;65;0485-ZBSLN;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);24.75;1715.1
Male;0;Yes;No;55;0486-HECZI;Yes;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;96.75;5238.9
Male;0;Yes;Yes;11;0486-LGCCH;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.65;225.75
