InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;customerID;Churn
Fiber optic;No;No;No;No;Yes;Yes;0564-JJHGS;Yes
Fiber optic;No;No;Yes;Yes;No;Yes;0564-MUUQK;No
DSL;Yes;Yes;Yes;Yes;No;Yes;0565-IYCGT;Yes
Fiber optic;Yes;Yes;Yes;Yes;Yes;No;0565-JUPYD;No
DSL;Yes;Yes;Yes;No;No;No;0567-GGCAC;No
DSL;Yes;No;Yes;No;No;Yes;0567-XRHCU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0568-ONFPC;Yes
Fiber optic;No;Yes;Yes;No;No;No;0570-BFQHT;No
Fiber optic;Yes;No;Yes;Yes;No;Yes;0572-ZJKLT;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;0575-CUQOV;No
Fiber optic;No;Yes;Yes;No;No;Yes;0576-WNXXC;Yes
Fiber optic;Yes;Yes;Yes;No;No;No;0577-WHMEV;No
Fiber optic;No;Yes;No;No;No;Yes;0578-SKVMF;Yes
Fiber optic;Yes;Yes;Yes;No;No;Yes;0580-PIQHM;No
Fiber optic;No;Yes;No;No;No;No;0581-BXBUB;No
Fiber optic;No;No;Yes;No;Yes;No;0581-MDMPW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0582-AVCLN;No
DSL;Yes;Yes;Yes;Yes;Yes;No;0584-BJQGZ;No
Fiber optic;No;Yes;Yes;No;No;No;0585-EGDDA;No
DSL;Yes;No;No;No;No;No;0587-DMGBH;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0594-UFTUL;No
Fiber optic;Yes;Yes;Yes;No;No;No;0595-ITUDF;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;0596-BQCEQ;Yes
Fiber optic;No;No;No;No;No;No;0599-XNYDO;No
DSL;No;No;No;No;Yes;Yes;0601-WZHJF;Yes
DSL;No;Yes;Yes;Yes;Yes;No;0602-DDUML;No
DSL;Yes;No;No;No;Yes;Yes;0603-OLQDC;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0603-TPMIB;No
DSL;No;Yes;No;Yes;Yes;Yes;0604-THJFP;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0607-DAAHE;Yes
DSL;No;Yes;Yes;No;Yes;Yes;0607-MVMGC;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0608-JDVEC;No
Fiber optic;No;No;No;No;Yes;Yes;0611-DFXKO;Yes
DSL;No;No;No;No;No;No;0612-RTZZA;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0613-WUXUM;No
DSL;No;No;No;No;No;No;0616-ATFGB;Yes
DSL;Yes;No;Yes;Yes;No;Yes;0617-AQNWT;Yes
Fiber optic;No;No;No;No;No;No;0617-FHSGK;Yes
Fiber optic;Yes;No;No;No;No;No;0618-XWMSS;Yes
Fiber optic;Yes;No;Yes;Yes;Yes;Yes;0619-OLYUR;No
Fiber optic;No;No;No;No;Yes;No;0620-DLSLK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0620-XEFWH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0621-CXBKL;No
Fiber optic;No;Yes;No;No;No;No;0621-HJWXJ;No
DSL;No;No;No;Yes;No;No;0621-JFHOL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0621-TSSMU;No
DSL;No;No;No;No;No;No;0621-TWIEM;Yes
Fiber optic;Yes;No;No;Yes;No;Yes;0623-EJQEG;No
DSL;Yes;No;No;No;No;No;0623-GDISB;No
DSL;Yes;No;No;No;Yes;No;0623-IIHUG;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0625-AFOHS;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0626-QXNGV;No
DSL;Yes;No;Yes;Yes;Yes;No;0628-CNQRM;Yes
Fiber optic;Yes;No;No;No;Yes;No;0634-SZPQA;Yes
DSL;No;Yes;No;Yes;Yes;No;0635-WKOLD;No
Fiber optic;No;No;No;No;No;No;0637-KVDLV;Yes
Fiber optic;Yes;No;No;No;No;Yes;0637-UBJRP;Yes
Fiber optic;No;Yes;Yes;No;No;Yes;0637-YLETY;Yes
Fiber optic;Yes;Yes;Yes;No;Yes;No;0639-TSIQW;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0640-YJTPY;No
Fiber optic;Yes;No;No;Yes;No;No;0641-EVBOJ;No
Fiber optic;Yes;No;No;No;No;No;0643-OKLRP;Yes
Fiber optic;No;No;No;No;No;No;0644-OQMDK;No
Fiber optic;No;Yes;No;No;No;No;0650-BWOZN;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;0654-HMSHN;Yes
DSL;Yes;No;Yes;Yes;Yes;No;0654-PQKDW;No
Fiber optic;No;No;Yes;No;Yes;Yes;0655-RBDUG;Yes
DSL;No;No;Yes;No;No;No;0655-YDGFJ;No
DSL;Yes;No;No;Yes;No;No;0657-DOGUM;No
DSL;No;No;Yes;Yes;Yes;Yes;0661-KBKPA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0661-KQHNK;No
DSL;Yes;No;No;Yes;No;No;0661-WCQNQ;No
DSL;No;No;No;No;No;No;0661-XEYAN;Yes
Fiber optic;No;Yes;No;No;Yes;Yes;0665-XHDJU;No
Fiber optic;No;No;Yes;No;Yes;No;0666-UXTJO;No
DSL;No;No;Yes;Yes;No;Yes;0667-NSRGI;No
DSL;Yes;No;No;No;No;No;0668-OGMHD;No
Fiber optic;Yes;No;No;Yes;No;Yes;0670-ANMUU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0670-KDOMA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0673-IGUQO;No
Fiber optic;No;Yes;Yes;No;No;Yes;0674-DGMAQ;No
DSL;No;No;No;No;Yes;No;0674-EYYZV;No
DSL;Yes;No;Yes;Yes;No;Yes;0674-GCDXG;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;0675-NCDYU;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;0678-RLHVP;No
Fiber optic;No;No;No;No;No;No;0679-IDSTG;Yes
DSL;Yes;No;No;Yes;Yes;Yes;0679-TDGAK;No
Fiber optic;No;No;Yes;No;Yes;Yes;0680-DFNNY;Yes
Fiber optic;No;No;No;Yes;Yes;No;0682-USIXD;No
Fiber optic;Yes;No;No;No;Yes;Yes;0684-AOSIH;Yes
Fiber optic;No;No;No;No;No;No;0685-MLYYM;Yes
DSL;Yes;Yes;Yes;No;No;Yes;0687-ZVTHB;Yes
Fiber optic;No;Yes;Yes;Yes;No;No;0689-DSXGL;No
Fiber optic;No;No;Yes;No;Yes;No;0689-NKYLF;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0690-SRQID;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;0691-IFBQW;Yes
Fiber optic;No;No;Yes;No;Yes;Yes;0691-JVSYA;Yes
Fiber optic;No;No;Yes;Yes;Yes;Yes;0691-NIKRI;No
DSL;No;Yes;No;Yes;No;No;0696-UKTOX;No
Fiber optic;No;No;No;No;No;Yes;0697-ZMSWS;Yes
DSL;Yes;Yes;Yes;No;Yes;Yes;0699-NDKJM;No
Fiber optic;No;No;No;No;Yes;Yes;0701-RFGFI;No
DSL;Yes;No;Yes;Yes;No;Yes;0701-TJSEF;No
Fiber optic;No;Yes;No;No;Yes;Yes;0702-PGIBZ;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0704-VCUMB;No
DSL;No;Yes;Yes;Yes;Yes;No;0707-HOVVN;No
DSL;Yes;No;No;No;No;Yes;0708-LGSMF;No
DSL;No;No;No;Yes;Yes;No;0708-SJDIS;No
Fiber optic;No;No;No;No;No;No;0709-TVGUR;Yes
Fiber optic;Yes;No;No;Yes;No;Yes;0716-BQNDX;No
DSL;Yes;No;Yes;Yes;No;No;0719-SYFRB;Yes
Fiber optic;No;No;Yes;Yes;Yes;Yes;0722-SVSFK;No
Fiber optic;No;No;No;No;No;No;0722-TROQR;Yes
Fiber optic;No;No;No;No;No;No;0723-DRCLG;Yes
DSL;No;Yes;Yes;Yes;Yes;Yes;0723-FDLAY;No
DSL;No;No;No;No;No;Yes;0723-VSOBE;No
DSL;Yes;No;Yes;Yes;Yes;Yes;0725-CXOTM;No
Fiber optic;No;No;Yes;No;Yes;Yes;0727-BMPLR;Yes
Fiber optic;No;Yes;Yes;Yes;Yes;No;0727-BNRLG;No
Fiber optic;No;Yes;Yes;No;No;No;0727-IWKVK;Yes
DSL;Yes;Yes;Yes;Yes;Yes;Yes;0730-BGQGF;No
Fiber optic;Yes;Yes;No;No;No;Yes;0730-KOAVE;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0731-EBJQB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0732-OCQOC;No
DSL;Yes;No;No;No;No;No;0733-VUNUW;Yes
DSL;No;No;No;Yes;Yes;Yes;0734-OXWBT;No
DSL;Yes;No;Yes;No;Yes;Yes;0739-UUAJR;No
Fiber optic;Yes;Yes;Yes;No;No;Yes;0742-LAFQK;No
DSL;No;No;No;Yes;No;No;0742-MOABM;Yes
Fiber optic;No;Yes;Yes;No;No;No;0742-NXBGR;Yes
DSL;Yes;Yes;No;Yes;No;Yes;0743-HNPFG;No
DSL;No;No;Yes;Yes;Yes;Yes;0743-HRVFF;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;0744-BIKKF;No
Fiber optic;Yes;No;No;Yes;No;No;0744-GKNGE;No
DSL;No;No;No;No;No;No;0746-JTRFU;Yes
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;0748-RDGGM;Yes
DSL;No;No;No;No;Yes;Yes;0749-IRGQE;No
Fiber optic;Yes;No;Yes;No;Yes;No;0750-EBAIU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0750-EKNGL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0754-EEBDC;No
Fiber optic;No;No;Yes;No;Yes;Yes;0754-UKWQP;Yes
DSL;No;No;Yes;Yes;No;No;0756-MPZRL;No
DSL;No;No;Yes;No;No;Yes;0757-WCUUZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0761-AETCS;Yes
DSL;Yes;Yes;Yes;Yes;Yes;Yes;0769-MURVM;No
DSL;Yes;Yes;Yes;No;No;Yes;0771-CHWSK;No
Fiber optic;Yes;No;Yes;Yes;Yes;Yes;0771-WLCLA;No
Fiber optic;No;No;Yes;Yes;Yes;No;0772-GYEQQ;Yes
DSL;Yes;No;No;No;Yes;No;0774-IFUVM;No
DSL;Yes;Yes;No;Yes;Yes;Yes;0774-RMNUW;No
DSL;No;No;No;No;Yes;No;0778-NELLA;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0780-XNZFN;No
Fiber optic;No;No;Yes;No;Yes;Yes;0781-LKXBR;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0784-GTUUK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0784-ZQJZX;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;0786-IVLAW;No
DSL;No;Yes;No;No;Yes;No;0786-VSSUD;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0787-LHDYT;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0788-DXBFY;No
Fiber optic;Yes;No;No;No;No;No;0793-TWELN;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0794-YVSGE;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;0795-GMVQO;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;0795-LAFGP;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0795-XCCTE;No
DSL;No;No;No;No;No;No;0799-DDIHE;No
DSL;No;No;No;No;No;No;0804-XBFBV;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0804-YGEQV;No
DSL;Yes;No;No;Yes;No;No;0807-ZABDG;Yes
DSL;Yes;Yes;No;No;Yes;Yes;0810-BDHAW;No
DSL;Yes;No;Yes;Yes;Yes;No;0810-DHDBD;No
DSL;No;Yes;No;No;No;No;0811-GSDTP;No
Fiber optic;No;No;No;No;No;No;0812-WUPTB;Yes
DSL;No;No;Yes;No;Yes;Yes;0813-TAXXS;No
Fiber optic;No;No;Yes;Yes;Yes;Yes;0815-MFZGM;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0816-TSPHQ;No
DSL;No;No;Yes;Yes;Yes;Yes;0817-HSUSE;No
Fiber optic;No;Yes;No;No;No;No;0818-OCPZO;Yes
DSL;No;Yes;Yes;Yes;No;No;0820-FNRNX;No
DSL;No;No;No;No;No;Yes;0822-GAVAP;Yes
DSL;No;Yes;Yes;Yes;Yes;Yes;0822-QGCXA;No
DSL;No;Yes;No;No;Yes;Yes;0823-HSCDJ;Yes
Fiber optic;Yes;Yes;No;No;No;Yes;0824-VWDPO;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0825-CPPQH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0827-ITJPH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0829-DDVLK;No
Fiber optic;Yes;No;Yes;No;Yes;No;0829-XXPLX;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0831-JNISG;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0835-DUUIQ;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;0835-JKADZ;No
DSL;No;No;No;Yes;Yes;No;0836-SEYLU;Yes
DSL;Yes;Yes;Yes;Yes;Yes;Yes;0839-JTCUD;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0839-QNXME;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;0840-DCNZE;No
Fiber optic;No;No;No;No;No;No;0840-DFEZH;No
DSL;No;No;No;No;No;Yes;0841-NULXI;Yes
DSL;No;No;No;No;No;No;0842-IWYCP;No
Fiber optic;No;No;No;No;Yes;No;0843-WTBXE;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0847-HGRML;No
DSL;Yes;No;Yes;Yes;No;Yes;0848-SOMKO;No
Fiber optic;No;Yes;No;No;Yes;Yes;0848-ZGQIJ;No
DSL;Yes;No;Yes;Yes;No;No;0851-DFJKB;No
Fiber optic;Yes;Yes;No;No;Yes;Yes;0853-NWIFK;No
Fiber optic;Yes;Yes;Yes;Yes;No;Yes;0853-TWRVK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0854-UYHZD;No
DSL;No;No;Yes;No;Yes;No;0856-NAOES;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0859-YGKFW;No
Fiber optic;No;Yes;No;Yes;Yes;Yes;0862-PRCBS;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;0864-FVJNJ;No
DSL;Yes;Yes;No;Yes;No;No;0866-QLSIR;Yes
DSL;No;No;Yes;Yes;Yes;Yes;0867-LDTTC;No
Fiber optic;Yes;No;No;No;No;No;0867-MKZVY;Yes
Fiber optic;Yes;Yes;No;Yes;Yes;Yes;0868-VJRDR;No
Fiber optic;No;No;Yes;No;Yes;No;0869-PAPRP;No
DSL;Yes;No;No;Yes;No;No;0870-VEMYL;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0871-OPBXW;No
Fiber optic;No;No;Yes;No;Yes;Yes;0871-URUWO;Yes
DSL;Yes;No;No;Yes;No;Yes;0872-CASZJ;No
DSL;Yes;No;No;No;No;Yes;0872-JCPIB;No
Fiber optic;No;No;No;No;No;Yes;0872-NXJYS;Yes
Fiber optic;No;No;Yes;No;No;Yes;0875-CABNR;Yes
Fiber optic;No;No;No;Yes;No;Yes;0876-WDUUZ;Yes
Fiber optic;Yes;No;Yes;No;Yes;Yes;0877-SDMBN;Yes
Fiber optic;Yes;Yes;No;No;No;No;0880-FVFWF;No
Fiber optic;No;No;Yes;No;Yes;Yes;0880-TKATG;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0883-EIBTI;Yes
DSL;Yes;Yes;Yes;Yes;No;No;0885-HMGPY;No
Fiber optic;Yes;No;Yes;No;Yes;Yes;0886-QGENL;Yes
DSL;No;No;No;No;No;No;0887-HJGAR;Yes
Fiber optic;No;No;No;Yes;Yes;Yes;0887-WBJVH;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;0895-DQHEW;Yes
DSL;No;No;No;No;Yes;Yes;0895-LMRSF;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0895-LNKRC;No
DSL;Yes;No;No;Yes;No;Yes;0895-UADGO;No
Fiber optic;No;No;Yes;No;Yes;Yes;0897-FEGMU;Yes
Fiber optic;No;No;No;No;Yes;Yes;0898-XCGTF;No
Fiber optic;No;No;Yes;No;Yes;Yes;0899-LIIBW;No
Fiber optic;Yes;No;No;Yes;Yes;Yes;0899-WZRSD;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0902-RFHOF;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0902-XKXPN;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;0906-QVPMS;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;0907-HQNTS;No
DSL;Yes;No;No;No;No;No;0909-SDHNU;No
DSL;Yes;Yes;Yes;Yes;No;Yes;0909-SELIE;No
Fiber optic;No;No;No;No;No;Yes;0913-XWSCN;No
DSL;Yes;No;Yes;No;No;Yes;0916-KNFAJ;No
Fiber optic;No;No;No;No;Yes;Yes;0916-QOFDP;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;0917-EZOLA;Yes
Fiber optic;No;No;No;No;No;Yes;0921-OHLVP;No
Fiber optic;No;Yes;No;No;Yes;No;0923-PNFUB;Yes
Fiber optic;No;Yes;No;No;No;Yes;0924-BJCRC;No
Fiber optic;No;No;No;No;No;No;0925-VYDLG;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0927-CNGRH;No
Fiber optic;No;No;Yes;No;No;No;0927-LCSMG;Yes
DSL;No;No;Yes;No;No;No;0928-JMXNP;No
Fiber optic;No;No;No;No;No;Yes;0928-XUTSN;No
DSL;Yes;No;No;No;No;No;0929-HYQEW;No
Fiber optic;No;No;Yes;No;No;Yes;0929-PECLO;No
DSL;Yes;Yes;Yes;Yes;Yes;No;0930-EHUZA;No
Fiber optic;Yes;Yes;No;No;Yes;Yes;0931-MHTEM;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0932-YIXYU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0936-NQLJU;No
DSL;No;No;Yes;Yes;No;No;0939-EREMR;No
Fiber optic;No;No;Yes;No;Yes;Yes;0939-YAPAF;Yes
Fiber optic;No;Yes;No;No;No;No;0940-OUQEC;Yes
DSL;No;Yes;Yes;Yes;Yes;Yes;0942-KOWSM;No
Fiber optic;No;No;Yes;No;Yes;Yes;0943-ZQPXH;No
DSL;Yes;Yes;No;Yes;Yes;Yes;0945-TSONX;No
Fiber optic;No;No;Yes;No;Yes;Yes;0946-CLJTI;Yes
DSL;No;Yes;No;No;No;No;0946-FKYTX;No
Fiber optic;No;No;No;No;Yes;No;0947-IDHRQ;Yes
Fiber optic;No;Yes;No;No;No;No;0947-MUGVO;Yes
Fiber optic;Yes;No;No;No;Yes;Yes;0952-KMEEH;Yes
DSL;No;Yes;No;Yes;No;No;0953-LGOVU;No
Fiber optic;No;No;Yes;No;Yes;Yes;0956-ACVZC;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0956-SYCWG;No
Fiber optic;No;No;No;No;No;No;0958-YHXGP;No
Fiber optic;Yes;Yes;Yes;No;No;Yes;0959-WHOKV;No
Fiber optic;No;No;Yes;Yes;Yes;Yes;0960-HUWBM;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;0961-ZWLVI;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0962-CQPWQ;No
Fiber optic;No;No;No;Yes;Yes;Yes;0963-ZBDRN;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0967-BMLBD;No
Fiber optic;No;No;No;No;No;No;0968-GSIKN;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0969-RGKCU;No
Fiber optic;No;No;No;No;Yes;Yes;0970-ETWGE;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0970-QXPXW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;0971-QIFJK;No
DSL;Yes;Yes;Yes;No;Yes;No;0973-KYVNF;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;0975-UYDTX;No
DSL;No;Yes;No;No;No;No;0975-VOOVL;No
DSL;No;No;No;Yes;Yes;No;0979-MOZQI;No
Fiber optic;No;No;Yes;No;Yes;Yes;0979-PHULV;Yes
DSL;No;No;Yes;No;No;No;0980-FEXWF;No
DSL;No;Yes;No;No;Yes;Yes;0980-PVMRC;No
DSL;No;No;No;Yes;No;No;0983-TATYJ;No
DSL;Yes;Yes;Yes;Yes;No;Yes;0988-AADSA;No
DSL;No;No;No;No;Yes;No;0988-JRWWP;No
DSL;Yes;No;No;No;No;No;0991-BRRFB;Yes
DSL;No;Yes;Yes;Yes;No;No;0993-OSGPT;No
DSL;No;No;No;Yes;No;No;0997-YTLNY;No
DSL;No;No;No;No;No;No;0999-QXNSA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1000-AJSLD;Yes
Fiber optic;Yes;No;No;No;Yes;Yes;1004-NOZNR;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1009-IRMNA;Yes
Fiber optic;No;No;Yes;No;Yes;Yes;1010-DIAUQ;Yes
Fiber optic;No;Yes;No;No;Yes;Yes;1013-QCWAM;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1015-JPFYW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1015-OWJKI;No
Fiber optic;No;No;No;No;No;No;1016-DJTSV;No
Fiber optic;No;Yes;No;Yes;Yes;Yes;1017-FBQMM;No
Fiber optic;No;Yes;Yes;Yes;No;No;1020-JPQOW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1022-RKXDR;No
DSL;Yes;No;Yes;No;Yes;Yes;1023-BQXZE;No
DSL;No;No;No;No;No;No;1024-GUALD;Yes
Fiber optic;No;No;No;No;Yes;Yes;1024-KPRBB;No
Fiber optic;No;No;No;No;No;No;1024-VRZHF;Yes
Fiber optic;No;No;No;No;No;No;1025-FALIX;No
DSL;Yes;No;Yes;Yes;Yes;Yes;1027-LKKQQ;No
Fiber optic;No;No;No;Yes;Yes;Yes;1028-FFNJK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1029-QFBEN;Yes
Fiber optic;No;No;No;No;No;No;1031-IIDEO;Yes
DSL;Yes;Yes;Yes;Yes;No;Yes;1032-MAELW;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;1035-IPQPU;No
DSL;Yes;Yes;No;Yes;Yes;Yes;1036-GUDCL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1038-RQOST;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1038-ZAGBI;Yes
Fiber optic;No;No;No;No;No;No;1041-RXHRA;Yes
DSL;No;Yes;No;Yes;No;No;1042-HFUCW;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;1043-UXOVO;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1043-YCUTE;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1045-LTCYT;No
Fiber optic;No;No;No;No;No;No;1047-NNCBF;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1047-RNXZV;No
DSL;No;Yes;Yes;No;No;No;1049-FYSYG;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1051-EQPZR;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1051-GEJLJ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1052-QJIBV;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;1053-MXTTK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1057-FOGLZ;No
Fiber optic;Yes;Yes;Yes;Yes;No;Yes;1060-ENTOF;No
Fiber optic;Yes;No;Yes;Yes;Yes;Yes;1061-PNTHC;No
